n	value	freq	max_freq	sample

2	0	1	1	1

3	0	2	2	2

4	0	5	11	23
4	1	11	11	23
4	2	7	11	23

5	0	14	54	104
5	1	36	54	104
5	2	54	54	104

6	0	36	285	719
6	1	117	285	719
6	2	285	285	719
6	3	186	285	719
6	4	70	285	719
6	5	25	285	719

7	0	112	1520	4944
7	1	428	1520	4944
7	2	1368	1520	4944
7	3	1520	1520	4944
7	4	1000	1520	4944
7	5	516	1520	4944

8	0	333	9798	40319
8	1	1495	9798	40319
8	2	5949	9798	40319
8	3	9508	9798	40319
8	4	9798	9798	40319
8	5	7606	9798	40319
8	6	3642	9798	40319
8	7	1468	9798	40319
8	8	437	9798	40319
8	9	83	9798	40319

9	0	1198	80956	362000
9	1	5888	80956	362000
9	2	26358	80956	362000
9	3	55920	80956	362000
9	4	78614	80956	362000
9	5	80956	80956	362000
9	6	58746	80956	362000
9	7	33016	80956	362000
9	8	16124	80956	362000
9	9	5180	80956	362000

10	0	3980	700576	3628799
10	1	22064	700576	3628799
10	2	110264	700576	3628799
10	3	292305	700576	3628799
10	4	527829	700576	3628799
10	5	700576	700576	3628799
10	6	691417	700576	3628799
10	7	542335	700576	3628799
10	8	375662	700576	3628799
10	9	212200	700576	3628799
10	10	96650	700576	3628799
10	11	37631	700576	3628799
10	12	12913	700576	3628799
10	13	2680	700576	3628799
10	14	293	700576	3628799

11	0	16140	6821576	39905424
11	1	94572	6821576	39905424
11	2	490620	6821576	39905424
11	3	1538712	6821576	39905424
11	4	3377836	6821576	39905424
11	5	5493360	6821576	39905424
11	6	6812100	6821576	39905424
11	7	6821576	6821576	39905424
11	8	5892348	6821576	39905424
11	9	4303156	6821576	39905424
11	10	2655516	6821576	39905424
11	11	1411120	6821576	39905424
11	12	668396	6821576	39905424
11	13	260592	6821576	39905424
11	14	69380	6821576	39905424

12	0	59152	74189457	479001599
12	1	379697	74189457	479001599
12	2	2084704	74189457	479001599
12	3	7523242	74189457	479001599
12	4	19511106	74189457	479001599
12	5	37937163	74189457	479001599
12	6	57148848	74189457	479001599
12	7	70212073	74189457	479001599
12	8	74189457	74189457	479001599
12	9	67676538	74189457	479001599
12	10	53698498	74189457	479001599
12	11	37677455	74189457	479001599
12	12	24291031	74189457	479001599
12	13	14185472	74189457	479001599
12	14	7281188	74189457	479001599
12	15	3281975	74189457	479001599
12	16	1302687	74189457	479001599
12	17	427945	74189457	479001599
12	18	114282	74189457	479001599
12	19	17991	74189457	479001599
12	20	1095	74189457	479001599

13	0	267616	881886360	6226828112
13	1	1771516	881886360	6226828112
13	2	9732850	881886360	6226828112
13	3	38481240	881886360	6226828112
13	4	113328994	881886360	6226828112
13	5	254579372	881886360	6226828112
13	6	450120844	881886360	6226828112
13	7	653746032	881886360	6226828112
13	8	814958676	881886360	6226828112
13	9	881886360	881886360	6226828112
13	10	837963142	881886360	6226828112
13	11	709738368	881886360	6226828112
13	12	548661702	881886360	6226828112
13	13	388078828	881886360	6226828112
13	14	248510144	881886360	6226828112
13	15	143608800	881886360	6226828112
13	16	75120344	881886360	6226828112
13	17	35326276	881886360	6226828112
13	18	14708796	881886360	6226828112
13	19	4990392	881886360	6226828112
13	20	1247820	881886360	6226828112

